,FIXME:hgv:state_network,NOTE,abandoned:railway,access,addr:city,addr:country,addr:full,addr:housename,addr:housenumber,addr:note,addr:postcode,addr:state,addr:street,admin_level,alt_name,amenity,architect,architect:wikidata,architect:wikipedia,area,area:highway,artist:wikidata,artist:wikipedia,artist_name,artwork_type,attraction,atv,automatic_door,backrest,barrier,bench,bicycle,bin,boundary,branch,brand,brand:wikidata,brand:wikipedia,bridge,building,building:architecture,building:cladding,building:colour,building:levels,building:material,building:part,building:shape,building:year_built,bus,button_operated,camera:mount,camera:type,change,change:lanes,check_date,colour,computer:repair,covered,crossing,crossing:island,cuisine,cycleway,cycleway:left,cycleway:right,departures_board,description,destination,destination:ref,destination:ref:to,direction,disused:amenity,disused:name,dog,door,drinking_water,ele,elevation,entrance,expressway,fee,fence_type,ferry,fixme,floating,foot,foot:left,footway,fountain,garden:type,gauge,gnis:county_id,gnis:county_name,gnis:created,gnis:feature_id,gnis:import_uuid,gnis:reviewed,gnis:state_id,height,heritage,heritage:operator,hgv,hgv:state_network,highway,historic,hoops,horse,image,indoor,information,inscription,intermittent,internet_access,internet_access:fee,junction,kerb,kerb:height,lamp_mount,landuse,lane_markings,lanes,lanes:backward,lanes:forward,lastcheck,layer,lcn,leisure,level,lit,loc_name,location,locked,man_made,map_size,map_type,mapillary,material,max_level,maxspeed,maxspeed:advisory,memorial,military,min_height,min_level,mobile_phone:repair,mooring,motor_vehicle,motorcycle,name,name:ar,name:bg,name:de,name:el,name:en,name:etymology:wikidata,name:fa,name:fr,name:he,name:hi,name:hr,name:ja,name:kn,name:ko,name:lt,name:ml,name:pl,name:railroad,name:railway,name:ru,name:signed,name:uk,name:zh,name_1,name_2,natural,network,noname,note,note:old_railway_operator,nycdoitt:bin,nysdot_ref,nysgissam:nysaddresspointid,nysgissam:review,office,official_name,old_name,old_railway_operator,old_ref,oneway,opening_hours,opening_hours:url,operator,operator:official,operator:short,operator:wikidata,operator:wikipedia,outdoor_seating,overtaking,parking,passenger_information_display,payment:american_express,payment:cash,payment:credit_cards,payment:debit_cards,payment:diners_club,payment:discover_card,payment:jcb,payment:mastercard,payment:visa,payment:wolfie_wallet,phone,piste:grooming,piste:type,place,public_transport,railway,rcn,rcn_ref,ref,ref:nrhp,roof:colour,roof:direction,roof:height,roof:levels,roof:material,roof:orientation,roof:shape,route_ref,sac_scale,seamark:type,seasonal,segregated,shelter_type,shop,short_name,sidewalk,ski,smoking,smoothness,snowmobile,source,source:data,source:hgv:state_network,source:highway,source:imagery,source:shape,sport,start_date,stroller,subject,surface,surface:colour,surveillance,surveillance:type,survey:date,swimming_pool,tactile_paving,theatre1:name,theatre2:name,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_base_1,tiger:name_base_2,tiger:name_direction_prefix,tiger:name_direction_prefix_1,tiger:name_type,tiger:name_type_1,tiger:reviewed,tiger:source,tiger:upload_uuid,tiger:zip_left,tiger:zip_left_1,tiger:zip_left_2,tiger:zip_right,tourism,townhall:type,traffic_calming,traffic_signals,traffic_signals:direction,traffic_signals:sound,traffic_signals:vibration,tunnel,turn,turn:lanes,turn:lanes:backward,turn:lanes:forward,unisex,url,wall,water,website,website:alternate,wheelchair,width,wikidata,wikipedia,geometry
406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-73.9853993 40.7579601)
954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-73.9857038 40.7579826)
956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-73.9854077 40.7580022)
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.970726 40.7579594)
1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#7FFFD4,,concrete,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9708445 40.7580332, -73.9708481 40.758031, -73.9708505 40.7580281, -73.9708514 40.758024, -73.9708501 40.7580202, -73.9708457 40.7580163, -73.9708402 40.7580147, -73.9708341 40.7580152, -73.97083 40.758017, -73.9708265 40.7580206, -73.9708255 40.7580237, -73.9708259 40.758027, -73.9708277 40.75803, -73.9708315 40.7580328, -73.9708346 40.7580339, -73.9708398 40.7580343, -73.9708445 40.7580332)"
3087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#7FFFD4,,concrete,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-73.9708505 40.7580281, -73.9708481 40.758031, -73.9708445 40.7580332, -73.9708398 40.7580343, -73.9708346 40.7580339, -73.9708315 40.7580328, -73.9708277 40.75803, -73.9708259 40.758027, -73.9708255 40.7580237, -73.9708265 40.7580206, -73.97083 40.758017, -73.9708341 40.7580152, -73.9708402 40.7580147, -73.9708457 40.7580163, -73.9708501 40.7580202, -73.9708514 40.758024, -73.9708505 40.7580281))"
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"all E,M,6,<6> trains",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,East 53rd Street & Lexington Avenue at Southeast Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,POINT (-73.9709565 40.7581288)
1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train_station,,,,,glass,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glass,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9709234 40.7581835, -73.970944 40.758174, -73.9709581 40.7581593, -73.9709627 40.7581453, -73.9709565 40.7581288, -73.9709503 40.7581123, -73.9709474 40.758108, -73.970928 40.7580973, -73.9709046 40.758093, -73.9708808 40.7580959, -73.9708603 40.7581054, -73.9708461 40.7581201, -73.9708405 40.7581379, -73.9708443 40.7581559, -73.9708568 40.7581714, -73.9708763 40.7581821, -73.9708997 40.7581864, -73.9709234 40.7581835)"
3271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train_station,,,,,glass,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glass,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-73.9709581 40.7581593, -73.970944 40.758174, -73.9709234 40.7581835, -73.9708997 40.7581864, -73.9708763 40.7581821, -73.9708568 40.7581714, -73.9708443 40.7581559, -73.9708405 40.7581379, -73.9708461 40.7581201, -73.9708603 40.7581054, -73.9708808 40.7580959, -73.9709046 40.758093, -73.970928 40.7580973, -73.9709474 40.758108, -73.9709503 40.7581123, -73.9709565 40.7581288, -73.9709627 40.7581453, -73.9709581 40.7581593))"
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9710324 40.7583193)
843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9708842 40.7583292)
841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9728584 40.758356)
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9709918 40.7583747)
685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-73.9856633 40.7580688)
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-73.9855784 40.7580788)
407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9850432 40.758485)
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9850067 40.7584937)
966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-73.9851933 40.7585511)
410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-73.9849417 40.7585861)
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-73.9852176 40.758592)
965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-73.9849407 40.7586283)
960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-73.9851525 40.7586876)
962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-73.9854538 40.7586923)
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9729814 40.7584098)
3264,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,"POLYGON ((-73.9726604 40.7585127, -73.9724422 40.758426, -73.9725161 40.7583192, -73.9727344 40.7584058, -73.9726604 40.7585127))"
1909,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,"LINESTRING (-73.9726604 40.7585127, -73.9724422 40.758426, -73.9725161 40.7583192, -73.9727344 40.7584058, -73.9726604 40.7585127)"
842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9729436 40.7584616)
3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seagram Building Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-73.9729436 40.7584616, -73.9725727 40.7589702, -73.9725324 40.7590253, -73.9724109 40.758974, -73.9723898 40.7589651, -73.9717261 40.7586848, -73.9717666 40.7586307, -73.9717887 40.7586012, -73.9718875 40.7584659, -73.9719748 40.7585025, -73.9719231 40.7585733, -73.9721939 40.7586868, -73.9724421 40.7583471, -73.9721736 40.7582346, -73.9721279 40.7582972, -73.9720379 40.7582595, -73.9721317 40.7581311, -73.9721385 40.7581223, -73.9721792 40.7580701, -73.972741 40.758307, -73.9728584 40.758356, -73.9729814 40.7584098, -73.9729436 40.7584616), (-73.9725161 40.7583192, -73.9724422 40.758426, -73.9726604 40.7585127, -73.9727344 40.7584058, -73.9725161 40.7583192), (-73.9722689 40.7586732, -73.9721949 40.75878, -73.9724132 40.7588667, -73.9724871 40.7587598, -73.9722689 40.7586732))"
3262,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,"POLYGON ((-73.9724132 40.7588667, -73.9721949 40.75878, -73.9722689 40.7586732, -73.9724871 40.7587598, -73.9724132 40.7588667))"
1908,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,"LINESTRING (-73.9724132 40.7588667, -73.9721949 40.75878, -73.9722689 40.7586732, -73.9724871 40.7587598, -73.9724132 40.7588667)"
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9725727 40.7589702)
840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9724109 40.758974)
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9725324 40.7590253)
