,access,bicycle,bridge,bridge:movable,bridge:name,bridge:wikidata,bridge:wikipedia,button_operated,check_date:surface,condition,construction,covered,crossing,crossing:island,crossing:markings,cutting,cycleway,description,foot,foot:conditional,footway,handrail,handrail:left,handrail:right,highway,horse,incline,inline_skates,kerb,lanes,layer,lcn,level,lit,motor_vehicle,name,name:pronunciation,name:ru,note,oneway,oneway:bicycle,oneway:foot,operator,ramp,ramp:bicycle,ramp:stroller,segregated,sidewalk,ski,smoothness,snowmobile,source,step_count,stroller,surface,tactile_paving,tiger:cfcc,tiger:county,tiger:name_base,tiger:zip_left,tiger:zip_right,tunnel,wheelchair,width,wikidata,wikipedia,geometry
2850,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9358966 40.8410608, -73.9358732 40.8410938, -73.9357307 40.8412947, -73.9357131 40.8413133)"
2810,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9357377 40.8417239, -73.935749 40.8417077, -73.9361136 40.841191, -73.9361329 40.8411638)"
2798,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9354885 40.8416067, -73.9354649 40.8415975)"
2834,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.935952 40.8409851, -73.935979 40.8409491, -73.9360917 40.8407824, -73.9363112 40.8404861)"
2875,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9379065 40.8410102, -73.937875 40.8409989, -73.9366424 40.8404816, -73.9366126 40.8404684)"
2811,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9361952 40.84109, -73.9362202 40.8410561, -73.9365632 40.8405901, -73.9365781 40.8405698)"
2871,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9365292 40.8405776, -73.9365632 40.8405901, -73.9376156 40.8410269, -73.9377896 40.8411065, -73.9378224 40.8411202)"
2870,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9374884 40.8415883, -73.9374549 40.8415743, -73.9362202 40.8410561, -73.9361732 40.8410332)"
2868,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.937801 40.8410906, -73.9377896 40.8411065, -73.9374549 40.8415743, -73.9374408 40.8415941)"
2866,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.937631 40.8416664, -73.937641 40.8416539, -73.9376685 40.8416033, -73.9377866 40.8414509, -73.9379809 40.8411943, -73.9379949 40.8411758)"
2852,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.936067 40.8411737, -73.9361136 40.841191, -73.9373435 40.8417193, -73.9373712 40.8417312)"
2878,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9357209 40.8416953, -73.935749 40.8417077, -73.9369732 40.8422218, -73.9370089 40.8422362)"
2853,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9373616 40.8416973, -73.9373435 40.8417193, -73.9369732 40.8422218, -73.9369602 40.8422394)"
2881,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9383819 40.8406023, -73.9384129 40.8406148, -73.9393467 40.8409946)"
2873,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9384291 40.8405925, -73.9384129 40.8406148, -73.9380751 40.841081, -73.9380629 40.8410979)"
2874,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9380484 40.8410672, -73.9380751 40.841081, -73.939193 40.8415505, -73.9393467 40.8409946)"
2867,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.937954 40.8411825, -73.9379809 40.8411943, -73.9391442 40.8416812, -73.93916 40.8416878, -73.9391735 40.8416934)"
2869,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9376234 40.84164, -73.937641 40.8416539, -73.9383988 40.8419838, -73.9388048 40.8421469, -73.93916 40.8416878)"
2865,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9375135 40.8417837, -73.9375371 40.8417948, -73.938058 40.8420189, -73.938696 40.8422825)"
4636,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9393857 40.8423946, -73.93943 40.8418827, -73.9394709 40.8418239)"
9354,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9388843 40.842307, -73.9389555 40.8422074, -73.9391196 40.8419836, -73.9391257 40.8422791, -73.9391227 40.8423197)"
2863,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.938696 40.8422825, -73.9383392 40.8428001, -73.9378244 40.8425889, -73.9371681 40.8423072, -73.937142 40.8422959)"
4739,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9385891 40.8429049, -73.9389512 40.842424, -73.9389874 40.8424148, -73.9391113 40.8424642)"
2797,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9354885 40.8416067, -73.9355163 40.8416174)"
2799,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9354885 40.8416067, -73.935425 40.8416914)"
2800,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.935425 40.8416914, -73.9354478 40.8417076)"
2801,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.935425 40.8416914, -73.9353479 40.8417907, -73.9351311 40.8420897, -73.9350519 40.842203)"
2809,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.935288 40.8423258, -73.9353018 40.8423073, -73.9356691 40.8418141, -73.9356744 40.8418069)"
2802,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9350519 40.842203, -73.935079 40.8422154)"
2803,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9350519 40.842203, -73.9349863 40.8422942, -73.9349006 40.8423763)"
2804,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9349863 40.8422942, -73.9350155 40.8423066)"
2855,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9365729 40.8428374, -73.9365345 40.842825, -73.9353018 40.8423073, -73.9352722 40.8422939)"
2808,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9348436 40.842949, -73.9348559 40.8429238, -73.9351115 40.8425597, -73.9352226 40.8424156, -73.9352344 40.8424002)"
2864,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9371578 40.8423218, -73.9371681 40.8423072, -73.9375371 40.8417948, -73.9375504 40.8417764)"
2879,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9369264 40.8423479, -73.9368977 40.8423341, -73.9356691 40.8418141, -73.9356345 40.8418097)"
2854,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9369049 40.8423245, -73.9368977 40.8423341, -73.9365345 40.842825, -73.9365184 40.8428467)"
2861,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9367362 40.8429078, -73.9369321 40.8426321, -73.9370882 40.8424257, -73.9371025 40.8424069)"
2858,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9367029 40.8428926, -73.9367362 40.8429078)"
2862,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9370568 40.8424115, -73.9370882 40.8424257, -73.9382528 40.8429121, -73.9378991 40.8434015, -73.9367362 40.8429078)"
2859,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9367362 40.8429078, -73.9367178 40.8429284)"
2857,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9364631 40.8429165, -73.9364508 40.8429377)"
4671,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9366677 40.8430035, -73.936655 40.8430204)"
4670,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.936655 40.8430204, -73.9366186 40.8430101)"
2856,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9351967 40.8424036, -73.9352226 40.8424156, -73.9364508 40.8429377, -73.9364789 40.8429497)"
2805,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9349006 40.8423763, -73.9348512 40.842451, -73.9345667 40.842812, -73.9344659 40.8429534, -73.9345222 40.8429783)"
2806,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9345667 40.842812, -73.934624 40.8428374)"
2807,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9348269 40.8429125, -73.9348559 40.8429238)"
2876,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9348559 40.8429238, -73.9360887 40.8434403, -73.9361181 40.8434526)"
7955,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-73.935986 40.8435897, -73.9356105 40.8441091, -73.9343727 40.8435877, -73.9347495 40.8430672, -73.935986 40.8435897)"
8569,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"POLYGON ((-73.9356105 40.8441091, -73.9343727 40.8435877, -73.9347495 40.8430672, -73.935986 40.8435897, -73.9356105 40.8441091))"
7954,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-73.9341661 40.8434725, -73.9342398 40.8435155, -73.9343727 40.8435877, -73.9343427 40.8436261, -73.9342875 40.8437064, -73.9341484 40.8436383, -73.9340689 40.8435988)"
7953,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-73.9342875 40.8437064, -73.935522 40.8442223, -73.9351625 40.8447304, -73.9339301 40.8441939, -73.9341091 40.8439438, -73.9342875 40.8437064)"
8568,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"POLYGON ((-73.9351625 40.8447304, -73.9339301 40.8441939, -73.9341091 40.8439438, -73.9342875 40.8437064, -73.935522 40.8442223, -73.9351625 40.8447304))"
2877,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9360728 40.8434657, -73.9360887 40.8434403, -73.9364508 40.8429377)"
4666,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9378478 40.8435257, -73.9378187 40.8435139, -73.9378331 40.8434937)"
2860,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.936655 40.8430204, -73.936273 40.8435248, -73.9374465 40.8440168, -73.9378187 40.8435139, -73.936655 40.8430204)"
3408,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"POLYGON ((-73.9374465 40.8440168, -73.936273 40.8435248, -73.936655 40.8430204, -73.9378187 40.8435139, -73.9374465 40.8440168))"
4628,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9376919 40.8441203, -73.9380647 40.843614)"
7956,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9361671 40.8436729, -73.9373365 40.8441619, -73.9369623 40.8446813, -73.9357902 40.8441883, -73.9361671 40.8436729)"
8570,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-73.9369623 40.8446813, -73.9357902 40.8441883, -73.9361671 40.8436729, -73.9373365 40.8441619, -73.9369623 40.8446813))"
4625,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9372078 40.8447808, -73.937594 40.8442725)"
8561,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"POLYGON ((-73.9365064 40.8453002, -73.9353468 40.8448138, -73.9357124 40.8442989, -73.9368765 40.8447909, -73.9365064 40.8453002))"
7945,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-73.9365064 40.8453002, -73.9368765 40.8447909, -73.9357124 40.8442989, -73.9353468 40.8448138, -73.9365064 40.8453002)"
9357,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-73.9409068 40.8391646, -73.940018 40.8387033, -73.9400109 40.8387051, -73.9399974 40.8387085, -73.9399882 40.8387258, -73.9400169 40.8389491, -73.940041 40.8394886, -73.9400272 40.8395407, -73.9404895 40.8397398, -73.9409068 40.8391646)"
9356,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-73.9400085 40.8410935, -73.9402755 40.8407154, -73.9404312 40.8405322, -73.9407846 40.8400475, -73.9408729 40.83991, -73.9412791 40.8393659)"
9358,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9403909 40.8398792, -73.9401913 40.839797, -73.9399845 40.8397118, -73.9398529 40.840212, -73.9398341 40.8402698, -73.9398139 40.8403321, -73.9397926 40.8403979, -73.9396226 40.8409225, -73.9396574 40.8409381, -73.9396902 40.8408879, -73.9397432 40.8408689, -73.9399207 40.8406234, -73.9399262 40.8405981, -73.9399397 40.8405046, -73.9400622 40.8403348, -73.9401973 40.8401475, -73.9403909 40.8398792)"
12572,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-73.9401973 40.8401475, -73.9400622 40.8403348, -73.9399397 40.8405046, -73.9399262 40.8405981, -73.9399207 40.8406234, -73.9397432 40.8408689, -73.9396902 40.8408879, -73.9396574 40.8409381, -73.9396226 40.8409225, -73.9397926 40.8403979, -73.9398139 40.8403321, -73.9398341 40.8402698, -73.9398529 40.840212, -73.9399845 40.8397118, -73.9401913 40.839797, -73.9403909 40.8398792, -73.9401973 40.8401475))"
17528,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,West 167th Street,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-73.9399012 40.8404572, -73.9399397 40.8405046)"
8053,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9400085 40.8410935, -73.940464 40.8412883, -73.9408381 40.8414457, -73.9411264 40.8415699, -73.9417724 40.8418322, -73.9421919 40.8419942, -73.9422265 40.8420073)"
20339,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.942165 40.8421987, -73.9399065 40.841239)"
9355,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9399065 40.841239, -73.9395594 40.8417101, -73.9419422 40.8427107, -73.9419711 40.8427239)"
4635,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-73.9394709 40.8418239, -73.9418929 40.8428415, -73.9419196 40.8428529)"
4637,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9416032 40.8433279, -73.9393857 40.8423946)"
4634,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9391113 40.8424642, -73.9390531 40.8430966)"
4672,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9383268 40.8428162, -73.9383392 40.8428001, -73.9383683 40.8428123)"
4639,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9393361 40.8432113, -73.939379 40.8425782)"
4675,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9385573 40.8428915, -73.9385891 40.8429049, -73.9385784 40.8429203)"
4673,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9382819 40.8429243, -73.9382528 40.8429121, -73.9382651 40.8428961)"
4633,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9390531 40.8430966, -73.9385891 40.8429049)"
4674,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9385205 40.8430042, -73.93851 40.8430195, -73.9384753 40.843005)"
4676,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9390518 40.8431159, -73.9390531 40.8430966, -73.9390805 40.8431077)"
4630,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.93851 40.8430195, -73.9390424 40.8432498)"
4679,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9393043 40.8431984, -73.9393361 40.8432113, -73.9393318 40.8432391)"
4591,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-73.9428726 40.8431058, -73.942135 40.8428004, -73.9421139 40.8427904)"
4593,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-73.942835 40.843227, -73.9420934 40.8429272, -73.9420713 40.8429153)"
4751,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9419013 40.8428216, -73.9418929 40.8428415, -73.9417809 40.8430966, -73.9416032 40.8433279)"
4729,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9428726 40.8431058, -73.9428675 40.843122)"
4750,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-73.9421016 40.8429083, -73.9420934 40.8429272, -73.9419566 40.843195, -73.9417622 40.8434406)"
4728,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9428412 40.8432071, -73.942835 40.843227, -73.9428595 40.843243)"
4726,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-73.9416216 40.843341, -73.9416032 40.8433279, -73.9415896 40.8433439)"
4727,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-73.9417484 40.8434583, -73.9417622 40.8434406, -73.9417414 40.8434258)"
4725,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-73.9415033 40.8434449, -73.9414819 40.84347, -73.9415069 40.8434804)"
4594,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9426305 40.8438093, -73.942835 40.843227)"
4677,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9390712 40.8432619, -73.9390424 40.8432498, -73.9390441 40.8432249)"
4631,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9381506 40.8435045, -73.93851 40.8430195)"
4678,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.939316 40.8433416, -73.9393126 40.8433635, -73.9392832 40.8433511)"
4669,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9378861 40.8434197, -73.9378991 40.8434015, -73.9379209 40.8434104)"
4668,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9381202 40.843492, -73.9381506 40.8435045, -73.9381351 40.8435242)"
