,access,bicycle,bridge,bridge:movable,bridge:name,bridge:wikidata,bridge:wikipedia,button_operated,check_date:surface,condition,construction,covered,crossing,crossing:island,crossing:markings,cutting,cycleway,description,foot,foot:conditional,footway,handrail,handrail:left,handrail:right,highway,horse,incline,inline_skates,kerb,lanes,layer,lcn,level,lit,motor_vehicle,name,name:pronunciation,name:ru,note,oneway,oneway:bicycle,oneway:foot,operator,ramp,ramp:bicycle,ramp:stroller,segregated,sidewalk,ski,smoothness,snowmobile,source,step_count,stroller,surface,tactile_paving,tiger:cfcc,tiger:county,tiger:name_base,tiger:zip_left,tiger:zip_right,tunnel,wheelchair,width,wikidata,wikipedia,geometry
4574,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9826105 40.7310615, -73.9825058 40.7312107)"
299,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9824914 40.7312305, -73.9825058 40.7312107, -73.9825317 40.7312211, -73.9825434 40.7312258)"
14766,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,sett,,,,,,,,,,,,"LINESTRING (-73.98165 40.7310726, -73.9823737 40.7313813)"
295,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9824026 40.7313941, -73.9823737 40.7313813, -73.9823917 40.7313582)"
200,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-73.9826647 40.7314786, -73.9826471 40.7315018, -73.9826297 40.7314941)"
311,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9822564 40.7320441, -73.9826471 40.7315018)"
298,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9823737 40.7313813, -73.9819975 40.7319337, -73.9819122 40.7320508, -73.9818347 40.73217)"
304,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9822109 40.7314351, -73.9821481 40.7315206, -73.9818675 40.7318785, -73.9817835 40.7319959, -73.981422 40.7324889, -73.9814111 40.7325039)"
310,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,1st Avenue,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9817864 40.7326729, -73.9821707 40.7321623)"
9057,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9831679 40.7332627, -73.9817864 40.7326729)"
20491,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9860819 40.7310214, -73.9864638 40.7304885)"
20493,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9853513 40.7315505, -73.9857463 40.7310167)"
20492,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9860032 40.7311269, -73.9856106 40.7316572)"
20497,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9852843 40.7316645, -73.9848866 40.7322078)"
20498,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9855339 40.7317675, -73.9851336 40.732314)"
9393,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9856106 40.7316572, -73.9875937 40.7324968, -73.9879889 40.7319633)"
9394,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9871149 40.7331444, -73.9875179 40.7326013, -73.9855339 40.7317675)"
7462,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9851336 40.732314, -73.9871149 40.7331444)"
7523,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9850038 40.7324875, -73.9869852 40.73333, -73.9865902 40.7338725, -73.9853473 40.7333478)"
20495,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9853473 40.7333478, -73.9846015 40.73303)"
7393,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9886198 40.7298502, -73.9885992 40.7298753, -73.9884484 40.7298827, -73.987349 40.7299364)"
7396,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9878315 40.7301435, -73.9878237 40.7300336)"
8487,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"POLYGON ((-73.9889547 40.7306127, -73.9878315 40.7301435, -73.9876569 40.7300696, -73.987677 40.7300427, -73.9878237 40.7300336, -73.9888944 40.7299672, -73.9892989 40.7301375, -73.9889547 40.7306127))"
7395,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9888944 40.7299672, -73.9878237 40.7300336, -73.987677 40.7300427, -73.9876569 40.7300696, -73.9878315 40.7301435, -73.9889547 40.7306127, -73.9892989 40.7301375, -73.9888944 40.7299672)"
7397,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9868876 40.7298866, -73.9874106 40.7300966, -73.9888754 40.7307232, -73.9885214 40.7312121, -73.9865458 40.7303755)"
7452,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9864638 40.7304885, -73.9884402 40.731322, -73.9880549 40.7318536)"
20488,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9880549 40.7318536, -73.9860819 40.7310214)"
7453,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9879889 40.7319633, -73.9860032 40.7311269)"
7463,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9877733 40.7327146, -73.9873807 40.7332587, -73.9887604 40.7338419, -73.9889342 40.7339154, -73.9895123 40.7341597)"
8512,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"POLYGON ((-73.988232 40.7345627, -73.9871221 40.7340926, -73.9868651 40.7339823, -73.9869907 40.7338083, -73.9872502 40.733449, -73.9886344 40.734027, -73.988232 40.7345627))"
289,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9845183 40.7331463, -73.9848493 40.7332832, -73.9851291 40.7333992)"
292,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-73.9834745 40.7341645, -73.9838682 40.7336342, -73.9842792 40.7330482)"
288,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-73.9838682 40.7336342, -73.9838937 40.7336444)"
207,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-73.9837103 40.734257, -73.9840973 40.7337253, -73.9845183 40.7331463)"
291,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9828419 40.7338985, -73.9831469 40.7340267, -73.9834745 40.7341645)"
9072,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9844474 40.7345722, -73.9847991 40.7340996)"
287,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-73.9837103 40.734257, -73.9840256 40.7343874, -73.9840316 40.7343899, -73.9843302 40.7345202)"
9488,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.983384 40.7342724, -73.9830378 40.7347396)"
9495,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9832837 40.7348435, -73.9836234 40.7343737)"
9506,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9836234 40.7343737, -73.9842547 40.7346254, -73.9843746 40.734677, -73.9856121 40.7352078)"
9062,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9852657 40.7334559, -73.9865102 40.7339861)"
9052,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9848754 40.7339958, -73.9852657 40.7334559)"
9051,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9865102 40.7339861, -73.9861201 40.7345122)"
9053,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9861201 40.7345122, -73.9848754 40.7339958)"
9055,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9847991 40.7340996, -73.9860373 40.7346247)"
9045,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9863956 40.7346276, -73.9867831 40.7340997)"
9498,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9856943 40.7350973, -73.9844474 40.7345722)"
9487,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9860373 40.7346247, -73.9856943 40.7350973)"
9496,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9859663 40.7352117, -73.9863125 40.7347409)"
9499,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9856121 40.7352078, -73.985266 40.7356808)"
7524,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9868651 40.7339823, -73.9869907 40.7338083, -73.9872502 40.733449, -73.9886344 40.734027, -73.988232 40.7345627, -73.9871221 40.7340926, -73.9868651 40.7339823)"
7782,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9867831 40.7340997, -73.9881465 40.7346788)"
9071,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9877672 40.7352074, -73.9863956 40.7346276)"
9056,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9881465 40.7346788, -73.9877672 40.7352074)"
9066,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9879475 40.7352833, -73.9883251 40.734754)"
9061,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9863125 40.7347409, -73.9876872 40.7353181)"
9518,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9876872 40.7353181, -73.9873408 40.7357906)"
9517,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9875219 40.7358668, -73.9878678 40.7353948)"
9046,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9878678 40.7353948, -73.9892546 40.7359893)"
9493,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9872608 40.7359014, -73.9869122 40.7363761)"
20501,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9829684 40.7348524, -73.9826133 40.7353252)"
17903,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9832015 40.7349489, -73.9828593 40.7354283)"
9514,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.985266 40.7356808, -73.9849368 40.7355418, -73.9832837 40.7348435)"
9491,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9832015 40.7349489, -73.9851819 40.7357957)"
19701,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9848438 40.7362659, -73.9828593 40.7354283)"
19702,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9847599 40.7363822, -73.9842631 40.7361679, -73.9840762 40.7360886, -73.9837646 40.7359563, -73.9827793 40.7355379)"
19600,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9844085 40.7368542, -73.9824278 40.7360138)"
19599,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9823447 40.7361269, -73.9843272 40.7369666)"
17905,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9839801 40.737438, -73.9820105 40.7365954)"
17904,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9819239 40.7367177, -73.9838996 40.7375506)"
9500,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9873408 40.7357906, -73.9859663 40.7352117)"
9516,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9855441 40.7357982, -73.9858843 40.7353233)"
9513,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9858843 40.7353233, -73.9872608 40.7359014)"
9494,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9869122 40.7363761, -73.9855441 40.7357982)"
9511,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9854615 40.7359132, -73.9868303 40.7364885)"
19502,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9851163 40.7363788, -73.9864903 40.7369579)"
19504,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9868303 40.7364885, -73.9864903 40.7369579)"
19503,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9864091 40.7370725, -73.9850323 40.7364951)"
19505,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9866741 40.7370326, -73.9870125 40.7365651)"
19704,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9864091 40.7370725, -73.9860614 40.7375557)"
296,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9801827 40.7305772, -73.9797683 40.730402, -73.979593 40.7303278, -73.979055 40.7301003, -73.9785084 40.7298692, -73.9784029 40.7298246, -73.9783306 40.7297941, -73.9779561 40.7296357)"
3480,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,14th Street Loop,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-73.9779561 40.7296357, -73.9778835 40.729738, -73.977841 40.7298137, -73.9778188 40.7298739, -73.9777994 40.7299524, -73.9777947 40.7299956, -73.977792 40.7300204, -73.9777947 40.7300848, -73.9778049 40.7301542, -73.9778093 40.7301746, -73.9778234 40.7302411, -73.9778502 40.7303168, -73.9778835 40.7303924, -73.9779408 40.7304961, -73.9779917 40.7305697, -73.9780155 40.7305972, -73.9780305 40.7306145, -73.9781036 40.7306839, -73.9781738 40.7307365, -73.9782404 40.7307771, -73.9783541 40.7308367, -73.9784327 40.7308745, -73.9785234 40.7309123, -73.9786048 40.7309405, -73.9786167 40.7309446, -73.9786953 40.730967, -73.9787337 40.7309778, -73.9787457 40.7309812, -73.978785 40.7309922, -73.9788756 40.7310111, -73.9789672 40.7310223, -73.9790414 40.7310255, -73.9790661 40.7310265, -73.9791558 40.7310237, -73.979227 40.7310174, -73.9793176 40.7310083, -73.9794175 40.7309908, -73.9795062 40.7309698, -73.9795876 40.7309481, -73.9796153 40.7309387, -73.9796477 40.7309277, -73.9797457 40.7308899, -73.9798225 40.7308542, -73.9798955 40.730817, -73.9799658 40.7307778, -73.9799925 40.7307609, -73.9800268 40.7307393, -73.9800728 40.7306996, -73.9801147 40.7306552, -73.9801827 40.7305772)"
3479,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,14th Street Loop,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-73.9803291 40.7306392, -73.9802617 40.7306923, -73.9802374 40.7307237, -73.980199 40.7307765, -73.9801606 40.7308209, -73.9801519 40.7308285, -73.9801236 40.7308534, -73.9801091 40.7308661, -73.9800525 40.7309075, -73.9799777 40.7309557, -73.979913 40.7309917, -73.9798352 40.7310269, -73.9797543 40.7310569, -73.9797402 40.7310622, -73.9797281 40.7310661, -73.9796522 40.7310905, -73.9795582 40.731115, -73.9794744 40.7311326, -73.9793703 40.7311518, -73.9793109 40.7311598, -73.9792854 40.7311633, -73.9792065 40.7311717, -73.9791917 40.7311724, -73.9791257 40.7311755, -73.9790478 40.7311778, -73.979 40.7311782, -73.9789925 40.7311779, -73.9789495 40.731176, -73.9789036 40.7311685, -73.9788952 40.7311671, -73.9788103 40.7311464, -73.9787416 40.731128, -73.9787091 40.7311101, -73.9787042 40.7311074, -73.9786944 40.7310993, -73.9786789 40.7310867, -73.9786638 40.7310714, -73.9786436 40.7310568, -73.9786203 40.7310484, -73.9785344 40.7310193, -73.9785096 40.7310101, -73.9784394 40.7309841, -73.9783495 40.7309458, -73.9782797 40.7309113, -73.9781938 40.7308669, -73.9781615 40.7308584, -73.9781422 40.7308555, -73.9781312 40.7308539, -73.9781087 40.730851, -73.9780887 40.7308485, -73.9780614 40.7308401, -73.978026 40.7308232, -73.9779654 40.7307811, -73.9779048 40.7307344, -73.9778684 40.7306999, -73.97783 40.7306478, -73.9777906 40.7305927, -73.9777777 40.7305714, -73.9777562 40.730536, -73.9777198 40.7304717, -73.9777037 40.7304415, -73.9776925 40.7304204, -73.9776531 40.7303154, -73.9776268 40.7302388, -73.9776167 40.7301837, -73.9776141 40.7301649, -73.9776076 40.7301186, -73.9776026 40.7300497, -73.9776024 40.7300448, -73.9776005 40.7299892, -73.9776046 40.7299509, -73.9776055 40.7299469, -73.9776197 40.7298842, -73.977639 40.7298322, -73.9776592 40.7297985, -73.9777097 40.7297288, -73.9778207 40.7295784)"
23001,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9798959 40.7303273, -73.9802023 40.7304561)"
294,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9804054 40.7305417, -73.9809189 40.7307608)"
7790,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-73.9789195 40.7311501, -73.9789036 40.7311685)"
7791,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-73.9790111 40.731156, -73.9789925 40.7311779)"
6296,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9804016 40.7320906, -73.9804057 40.7321422, -73.9803709 40.732145, -73.9803361 40.7321482, -73.9803037 40.7321519, -73.9802951 40.7321538, -73.9802815 40.7321045)"
3477,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9805016 40.7337708, -73.9801581 40.7336301, -73.9799698 40.7335542, -73.9797811 40.7334811, -73.979692 40.7334429, -73.9795999 40.7334035, -73.9795888 40.7333988, -73.9795465 40.7333731, -73.9795208 40.7333456, -73.9795029 40.7333231, -73.9794897 40.7333066, -73.9794685 40.7332649, -73.9794551 40.7332286, -73.9794463 40.7331903, -73.979441 40.7331466, -73.9794418 40.7331237, -73.9794427 40.7331002, -73.9794489 40.7330559, -73.9794578 40.7330102, -73.9794729 40.7329571, -73.9794804 40.7329353, -73.9795128 40.7328408, -73.9795254 40.7328121, -73.9795421 40.7327742, -73.9795607 40.7327386, -73.9795997 40.732668, -73.9796352 40.7326143, -73.9796813 40.7325464, -73.979731 40.7324886, -73.9797763 40.7324388, -73.9798135 40.7324005, -73.9799155 40.7323037, -73.9799246 40.7322957, -73.9799794 40.7322479, -73.9800654 40.7321901, -73.9801081 40.7321648, -73.9801355 40.7321484, -73.9801923 40.7321256, -73.9802641 40.7321074, -73.9802815 40.7321045, -73.980336 40.7320953, -73.9804016 40.7320906, -73.9804611 40.7320927, -73.9805019 40.7321007, -73.9805409 40.7321162, -73.9807112 40.7321921, -73.9807211 40.7321963, -73.9809036 40.7322725, -73.9810307 40.7323256, -73.9811267 40.7323657, -73.981422 40.7324889)"
